ID,lsat,grad,zgpa,fulltime,fam_inc,Dropout,tier,indxgrp,gpa
1342,38.0,1,-0.28,1.0,4.0,1,5.0,7,3.0
18131,35.3,1,0.72,1.0,4.0,1,3.0,7,3.1
18428,31.0,1,-0.93,1.0,2.0,1,3.0,6,3.1
2561,39.0,1,-1.31,1.0,3.0,1,4.0,7,3.5
24852,37.0,1,-1.41,1.0,3.0,1,3.0,7,3.3
15020,31.0,1,-0.17,1.0,4.0,1,2.0,5,2.9
7399,38.0,1,0.28,1.0,4.0,1,3.0,7,3.2
13151,37.0,1,-0.23,1.0,4.0,1,3.0,7,3.2
8375,36.0,1,1.04,1.0,3.0,1,2.0,6,2.6
10187,41.0,1,1.24,1.0,4.0,1,5.0,7,3.8
23597,35.0,1,-0.17,1.0,4.0,1,3.0,7,3.4
12051,33.0,1,0.8,1.0,3.0,1,3.0,6,2.9
16669,35.5,1,0.15,1.0,3.0,1,3.0,7,3.1
17810,41.0,1,-0.65,1.0,4.0,1,6.0,7,3.7
25262,37.0,1,0.43,1.0,4.0,1,4.0,7,3.7
20179,44.0,1,0.05,1.0,2.0,1,5.0,7,3.6
5002,46.0,1,0.05,1.0,4.0,1,6.0,7,3.7
22643,37.0,1,-1.15,1.0,4.0,1,3.0,7,3.4
17581,37.0,1,1.3,1.0,4.0,1,3.0,7,3.0
17889,41.0,1,-1.12,1.0,4.0,1,4.0,7,3.2
20598,35.0,1,-0.79,1.0,4.0,1,2.0,6,2.8
15891,35.5,1,-1.05,1.0,3.0,1,3.0,7,3.2
16002,33.0,1,1.09,1.0,3.0,1,4.0,7,3.8
23511,35.0,1,-0.81,1.0,3.0,1,3.0,6,3.0
16081,42.0,1,0.3,1.0,4.0,1,4.0,7,3.7
26952,37.0,1,0.13,1.0,4.0,1,4.0,7,3.3
26565,33.0,1,-0.47,1.0,3.0,1,3.0,7,3.4
27303,36.0,1,1.53,1.0,3.0,1,4.0,6,2.8
7210,40.0,1,0.1,1.0,4.0,1,4.0,7,3.3
7854,35.0,1,-0.14,1.0,4.0,1,5.0,7,3.5
24568,35.0,1,0.34,1.0,3.0,1,3.0,7,3.4
26998,37.0,1,1.35,1.0,4.0,1,2.0,7,2.9
18058,36.5,1,-0.7,1.0,3.0,1,3.0,6,2.7
18395,37.0,1,1.35,1.0,4.0,1,1.0,7,3.8
19281,35.0,1,0.55,1.0,5.0,1,3.0,7,3.1
18885,45.0,1,-0.25,1.0,4.0,1,4.0,7,3.1
26719,31.0,1,0.2,1.0,3.0,1,3.0,6,3.6
20036,37.0,1,1.5,1.0,3.0,1,4.0,7,3.5
2599,32.0,1,-1.66,2.0,3.0,1,3.0,5,2.9
24246,44.0,1,0.76,1.0,3.0,1,4.0,7,3.2
26767,32.0,1,1.31,1.0,2.0,1,2.0,7,3.9
24238,36.0,1,-1.48,1.0,5.0,1,3.0,7,3.5
8438,39.0,1,0.58,1.0,4.0,1,3.0,7,3.0
3849,39.0,1,-1.32,1.0,4.0,1,4.0,7,3.3
6488,42.0,1,-1.8,1.0,4.0,1,6.0,7,3.6
13889,34.0,1,0.46,1.0,3.0,1,4.0,7,3.4
15911,32.0,1,0.9,1.0,4.0,1,3.0,6,3.5
1828,36.0,1,0.03,1.0,3.0,1,3.0,7,3.0
25267,34.0,1,-0.29,1.0,5.0,1,6.0,6,3.1
19329,30.0,1,0.8,1.0,2.0,1,3.0,6,3.6
23516,35.0,1,-1.48,1.0,3.0,1,4.0,7,3.1
26438,36.0,1,-1.85,1.0,1.0,1,4.0,5,2.2
4458,34.0,1,-0.18,1.0,3.0,1,3.0,7,3.5
16586,45.0,1,1.58,1.0,3.0,1,3.0,7,3.1
7135,31.0,1,-1.31,1.0,5.0,1,2.0,5,2.7
20600,37.0,1,0.7,1.0,4.0,1,4.0,7,3.0
15284,39.0,1,-0.86,1.0,2.0,1,3.0,7,3.3
9256,35.0,1,-0.01,1.0,3.0,1,4.0,7,3.7
10697,34.0,1,-1.45,1.0,3.0,1,5.0,6,2.8
7762,39.0,1,-0.81,1.0,4.0,1,6.0,7,3.9
12281,35.0,1,1.04,2.0,3.0,1,3.0,7,3.8
21374,35.0,1,0.28,1.0,4.0,1,3.0,7,3.6
20174,42.0,1,0.78,1.0,4.0,1,6.0,7,3.4
7240,26.0,1,-0.13,1.0,3.0,1,3.0,5,3.5
24912,35.0,1,0.74,1.0,3.0,1,4.0,7,3.9
26573,27.0,1,-1.75,1.0,4.0,1,3.0,5,3.3
26545,37.0,1,-0.07,1.0,3.0,1,2.0,6,2.4
2220,23.0,1,-0.75,1.0,3.0,1,1.0,5,3.8
244,37.0,1,2.04,2.0,4.0,1,3.0,7,3.4
23077,35.0,1,1.82,1.0,4.0,1,2.0,6,2.6
2280,34.0,1,-1.01,1.0,3.0,1,4.0,7,3.9
1613,40.0,1,-1.54,1.0,3.0,1,4.0,7,3.7
10682,23.3,1,-0.78,1.0,2.0,1,4.0,3,2.9
3731,38.0,1,0.24,1.0,4.0,1,3.0,7,3.0
24211,32.0,1,-0.45,2.0,4.0,1,2.0,5,2.5
21970,32.0,1,0.21,1.0,3.0,1,1.0,6,3.3
15703,39.0,1,-1.04,1.0,3.0,1,3.0,7,2.6
24380,33.5,1,-1.09,1.0,2.0,1,3.0,7,3.5
1028,42.0,1,-0.08,1.0,4.0,1,5.0,7,3.9
2402,28.0,1,-0.34,1.0,5.0,1,3.0,5,3.2
230,37.7,1,-0.29,1.0,4.0,1,6.0,7,3.1
18991,35.0,1,0.66,1.0,4.0,1,3.0,6,2.8
17844,38.0,1,1.06,1.0,5.0,1,6.0,7,3.6
22571,45.0,1,2.14,1.0,1.0,1,3.0,7,3.2
13205,42.0,1,1.22,1.0,3.0,1,5.0,7,3.3
25119,33.5,1,-0.5,1.0,5.0,1,3.0,7,3.3
4494,43.0,1,0.18,1.0,1.0,1,5.0,7,3.5
6306,22.5,1,-2.02,1.0,4.0,1,3.0,3,2.7
22290,37.0,1,1.93,1.0,3.0,1,3.0,7,3.3
4077,39.0,1,0.63,1.0,5.0,1,3.0,7,3.0
27381,43.0,1,0.48,1.0,3.0,1,5.0,7,3.7
15791,35.0,1,1.83,1.0,4.0,1,3.0,7,3.1
6750,44.0,1,-0.73,1.0,3.0,1,5.0,7,3.7
7532,34.0,1,0.61,1.0,4.0,1,3.0,7,3.8
25000,41.0,1,1.4,2.0,4.0,1,4.0,7,3.7
10723,35.0,1,-0.95,1.0,3.0,1,5.0,7,3.3
19941,30.0,1,0.83,1.0,2.0,1,2.0,6,3.3
3892,40.0,1,-1.03,1.0,3.0,1,6.0,7,2.8
10934,39.0,1,-2.61,1.0,3.0,1,4.0,7,3.3
2284,41.0,1,0.75,1.0,2.0,1,4.0,7,3.8
26730,36.0,1,1.68,1.0,3.0,1,3.0,7,2.9
10794,42.0,1,0.34,1.0,2.0,1,4.0,7,3.3
3928,40.0,1,-0.25,1.0,4.0,1,3.0,7,3.6
102,34.5,1,-0.8,1.0,4.0,1,6.0,7,3.3
7381,34.5,1,0.41,1.0,3.0,1,5.0,7,3.2
11951,46.0,1,0.9,1.0,2.0,1,5.0,7,3.5
15585,33.0,1,-0.72,2.0,4.0,1,3.0,6,3.2
13208,34.5,1,-0.53,1.0,3.0,1,3.0,6,3.0
