ID,lsat,grad,zgpa,fulltime,fam_inc,Dropout,tier,indxgrp,gpa
12158,42.0,1,0.5,1.0,3.0,1,5.0,7,3.8
7259,38.0,1,0.7,1.0,3.0,1,4.0,7,3.5
10460,39.0,1,0.37,1.0,4.0,1,3.0,7,3.4
22323,36.0,1,0.89,1.0,4.0,1,2.0,6,2.8
9952,46.0,1,1.45,1.0,2.0,1,6.0,7,3.8
22467,35.0,1,0.52,2.0,4.0,1,3.0,6,2.5
20773,42.0,1,0.03,1.0,3.0,1,3.0,7,3.0
5300,35.0,1,-1.61,1.0,5.0,1,3.0,6,2.8
1072,40.0,1,0.39,1.0,4.0,1,4.0,7,3.1
23788,26.5,1,-1.44,1.0,2.0,1,3.0,4,2.9
22517,28.5,1,-1.69,1.0,3.0,1,5.0,4,2.4
21580,39.0,1,1.27,1.0,4.0,1,4.0,7,3.2
16686,30.0,1,-2.19,1.0,2.0,1,3.0,5,2.7
20492,39.0,1,0.32,1.0,4.0,1,3.0,7,3.6
19259,34.0,1,1.27,1.0,3.0,1,2.0,7,3.8
2525,39.0,1,0.45,1.0,3.0,1,3.0,7,3.6
19768,29.0,1,-0.31,2.0,3.0,1,1.0,6,3.9
7292,35.0,1,-1.2,1.0,4.0,1,3.0,7,3.4
10833,41.0,1,-0.23,1.0,4.0,1,3.0,7,3.2
13551,29.5,1,-1.34,1.0,3.0,1,2.0,5,3.1
25560,39.0,1,-1.77,2.0,2.0,1,5.0,7,2.5
20915,35.0,1,-0.81,1.0,4.0,1,4.0,7,3.5
2592,25.0,1,-1.72,1.0,4.0,1,4.0,4,2.9
24167,26.0,1,-0.08,1.0,3.0,1,2.0,5,3.7
17721,40.0,1,0.39,2.0,4.0,1,5.0,7,3.2
14314,33.0,1,-1.52,1.0,3.0,1,3.0,5,2.7
22590,24.0,1,0.28,1.0,4.0,1,1.0,4,3.4
24936,24.0,1,-1.51,2.0,3.0,1,3.0,3,2.6
23712,42.0,1,-0.35,1.0,4.0,1,5.0,7,3.8
2447,46.0,1,-0.12,1.0,4.0,1,4.0,7,3.4
11421,22.0,0,-1.77,1.0,3.0,1,1.0,2,2.5
24707,33.5,1,-2.14,1.0,3.0,1,5.0,7,3.3
6503,27.7,1,-0.19,1.0,4.0,1,1.0,4,2.6
1061,36.0,1,0.46,1.0,4.0,1,5.0,7,3.4
5261,38.0,1,-1.37,1.0,4.0,1,2.0,6,2.5
24550,41.0,1,-1.79,1.0,3.0,1,5.0,7,2.5
21817,34.0,1,0.53,1.0,3.0,1,3.0,6,3.2
788,23.0,1,-2.62,1.0,4.0,1,5.0,3,2.7
3087,42.0,1,0.73,1.0,3.0,1,4.0,7,3.8
15872,36.0,1,0.46,1.0,5.0,1,6.0,7,3.4
25954,37.0,1,-0.35,1.0,4.0,1,3.0,6,2.7
18238,39.0,1,-1.24,1.0,3.0,1,2.0,7,3.1
23678,35.0,1,-0.59,1.0,4.0,1,5.0,7,3.1
823,33.0,1,0.7,1.0,3.0,1,2.0,7,3.5
2052,28.0,1,-1.73,1.0,4.0,1,3.0,4,2.9
16662,32.5,1,-0.29,1.0,4.0,1,4.0,6,3.1
3506,37.0,1,0.41,1.0,2.0,1,4.0,7,3.2
4414,34.0,1,-1.01,1.0,3.0,1,1.0,6,3.1
5911,34.5,1,-1.37,1.0,4.0,1,2.0,5,2.5
14274,35.0,1,-1.17,1.0,3.0,1,3.0,7,3.2
2239,39.0,1,-0.84,1.0,3.0,1,3.0,7,2.7
9339,23.0,1,-0.29,1.0,3.0,1,3.0,3,3.1
10102,28.5,1,-1.67,1.0,1.0,1,3.0,5,3.0
3998,37.0,1,0.26,1.0,4.0,1,3.0,7,3.0
26523,44.0,1,-0.63,1.0,4.0,1,4.0,7,3.5
11500,37.0,1,-0.85,1.0,4.0,1,4.0,7,3.5
22290,37.0,1,1.93,1.0,3.0,1,3.0,7,3.3
23240,32.0,1,0.1,2.0,3.0,1,5.0,6,3.4
241,44.0,1,1.72,1.0,5.0,1,4.0,7,3.3
19534,32.0,1,-0.63,1.0,2.0,1,2.0,6,3.2
6959,41.0,1,1.28,1.0,4.0,1,4.0,7,3.5
26876,31.0,1,-0.51,1.0,3.0,1,4.0,6,3.2
18495,37.0,1,-0.36,1.0,4.0,1,3.0,6,2.7
5330,37.0,1,-1.18,1.0,1.0,1,6.0,7,3.3
13519,46.0,1,2.28,1.0,4.0,1,6.0,7,3.8
521,29.0,1,-0.55,1.0,3.0,1,2.0,5,3.1
22327,21.0,1,-1.77,2.0,4.0,1,2.0,1,2.1
9587,35.5,1,-1.41,1.0,4.0,1,3.0,7,3.3
4895,32.0,1,1.9,1.0,3.0,1,4.0,7,3.6
20420,42.0,1,0.92,1.0,4.0,1,3.0,7,3.4
12376,34.0,1,-0.79,1.0,4.0,1,4.0,6,2.8
6771,19.0,1,-0.76,1.0,2.0,1,1.0,1,2.5
14140,31.5,1,-0.13,1.0,3.0,1,5.0,7,3.9
7467,33.0,1,-1.28,1.0,3.0,1,5.0,5,2.7
24807,33.0,1,-0.97,2.0,3.0,1,3.0,7,3.7
5962,31.0,1,-0.05,2.0,4.0,1,3.0,6,3.2
18818,31.0,1,-1.39,1.0,2.0,1,3.0,6,3.2
7333,40.0,1,0.65,2.0,4.0,1,5.0,7,3.4
16662,32.5,1,-0.29,1.0,4.0,1,4.0,6,3.1
11017,26.0,1,-0.74,1.0,4.0,1,3.0,3,2.5
11264,38.0,1,-1.64,1.0,3.0,1,5.0,7,3.3
8386,30.0,1,-0.47,1.0,5.0,1,3.0,6,3.8
12838,42.0,1,0.21,1.0,4.0,1,6.0,7,3.3
2022,48.0,1,0.7,1.0,5.0,1,6.0,7,3.5
4666,24.0,1,-0.65,1.0,2.0,1,1.0,3,2.6
7803,32.0,1,-2.16,2.0,3.0,1,3.0,5,2.7
11327,28.5,1,-1.04,1.0,3.0,1,2.0,5,3.0
16930,24.0,1,-1.36,2.0,3.0,1,5.0,3,2.8
9964,39.0,1,-0.5,1.0,2.0,1,2.0,7,2.7
15709,42.0,1,-1.13,1.0,4.0,1,3.0,7,2.6
26065,45.0,1,-0.47,1.0,3.0,1,4.0,7,3.2
4809,35.5,1,-0.73,1.0,3.0,1,5.0,7,3.2
15820,43.0,1,0.54,1.0,3.0,1,4.0,7,3.0
18256,42.0,1,-1.76,1.0,4.0,1,5.0,7,3.5
20238,28.0,1,-1.61,1.0,3.0,1,5.0,6,3.7
7554,38.0,1,-2.28,1.0,4.0,1,3.0,6,2.4
3104,40.0,1,1.04,1.0,3.0,1,2.0,7,3.8
14338,35.0,1,-0.56,2.0,3.0,1,3.0,6,2.8
17598,46.0,1,1.09,1.0,4.0,1,5.0,7,3.9
21265,42.0,1,-0.35,1.0,3.0,1,5.0,7,2.4
27200,46.0,1,2.87,1.0,3.0,1,6.0,7,3.9
3809,37.0,1,-0.53,1.0,3.0,1,4.0,7,3.2
5240,29.0,1,-0.88,1.0,3.0,1,5.0,5,3.2
7481,38.0,1,-0.49,1.0,3.0,1,3.0,7,2.8
24999,35.0,1,-0.59,1.0,4.0,1,3.0,7,3.3
17721,40.0,1,0.39,2.0,4.0,1,5.0,7,3.2
6658,27.5,1,-1.22,2.0,3.0,1,4.0,4,2.9
11558,26.0,1,-0.43,1.0,5.0,1,1.0,3,2.5
10215,18.0,1,-1.84,2.0,3.0,1,2.0,1,2.7
26346,38.0,1,-0.76,2.0,4.0,1,5.0,7,2.9
5730,38.0,1,1.29,1.0,4.0,1,3.0,7,3.9
4648,31.0,1,0.35,1.0,3.0,1,3.0,5,3.0
27442,47.0,1,-0.89,1.0,3.0,1,4.0,7,3.2
15558,44.0,1,0.4,1.0,4.0,1,4.0,7,3.1
4083,25.0,1,-2.4,1.0,1.0,1,5.0,3,2.5
18728,28.0,1,-1.33,1.0,3.0,1,3.0,4,2.8
10460,39.0,1,0.37,1.0,4.0,1,3.0,7,3.4
5385,25.5,1,1.17,2.0,5.0,1,5.0,4,3.1
21996,41.0,1,0.23,1.0,4.0,1,5.0,7,3.8
22315,36.0,1,-0.64,1.0,4.0,1,4.0,7,3.7
18024,34.0,1,-0.62,2.0,3.0,1,3.0,5,2.4
3553,24.0,1,-1.91,1.0,5.0,1,5.0,3,2.9
19500,31.0,1,-2.85,1.0,3.0,1,5.0,5,2.7
7848,40.0,1,-0.04,1.0,4.0,1,3.0,7,3.4
24143,34.0,1,-1.03,2.0,3.0,1,3.0,6,3.0
5447,38.0,1,-0.88,1.0,4.0,1,3.0,7,3.5
22779,32.0,1,-2.17,1.0,1.0,1,5.0,5,2.9
25121,38.0,1,-0.58,1.0,4.0,1,5.0,7,2.7
6696,23.0,1,-0.63,2.0,2.0,1,3.0,3,2.6
6098,40.0,1,-2.11,1.0,5.0,1,6.0,7,3.7
8510,28.0,1,-1.25,1.0,4.0,1,2.0,5,3.4
15509,33.0,1,-0.76,1.0,3.0,1,2.0,6,3.0
10333,21.0,1,-1.62,1.0,3.0,1,4.0,3,3.0
11469,22.5,1,-2.33,1.0,2.0,1,4.0,2,2.1
2592,25.0,1,-1.72,1.0,4.0,1,4.0,4,2.9
14249,22.0,1,-1.94,2.0,4.0,1,4.0,3,3.3
5206,33.0,1,1.39,1.0,4.0,1,2.0,6,3.1
14023,35.0,1,1.07,1.0,3.0,1,2.0,7,3.3
7555,35.5,1,-1.26,1.0,4.0,1,3.0,6,2.5
5291,35.5,1,0.19,1.0,4.0,1,3.0,7,3.3
17924,33.0,1,-0.96,2.0,4.0,1,3.0,6,3.2
10308,30.7,1,-0.14,1.0,4.0,1,3.0,5,3.0
14157,24.0,1,-0.98,1.0,1.0,1,3.0,3,2.8
23287,27.0,1,-1.64,1.0,3.0,1,3.0,3,2.5
23516,35.0,1,-1.48,1.0,3.0,1,4.0,7,3.1
4493,22.0,1,-2.11,2.0,5.0,1,3.0,2,2.6
1427,29.0,1,0.7,1.0,4.0,1,1.0,6,3.5
14035,43.0,1,0.7,1.0,4.0,1,6.0,7,3.5
20636,48.0,1,1.6,1.0,2.0,1,3.0,7,3.2
10716,21.5,1,-0.28,2.0,2.0,1,3.0,3,3.2
6708,38.0,1,1.28,1.0,4.0,1,3.0,7,3.1
23207,38.0,1,-0.17,1.0,4.0,1,3.0,7,3.2
16718,28.0,1,-1.9,1.0,4.0,1,3.0,4,2.5
13551,29.5,1,-1.34,1.0,3.0,1,2.0,5,3.1
3042,33.0,1,-0.3,1.0,3.0,1,3.0,6,3.1
24850,28.0,1,-0.96,1.0,3.0,1,4.0,6,3.7
21783,29.0,1,-1.34,1.0,4.0,1,2.0,4,2.3
4181,36.0,1,-1.42,1.0,5.0,1,4.0,7,2.9
26475,34.0,1,-1.07,1.0,3.0,1,2.0,6,2.9
14856,37.0,1,-0.58,2.0,4.0,1,3.0,6,2.7
631,30.0,1,-0.17,1.0,4.0,1,3.0,5,3.2
21512,32.0,1,-0.51,2.0,4.0,1,3.0,6,3.1
10826,31.0,1,-1.1,1.0,4.0,1,3.0,6,3.6
6518,26.0,1,-2.23,1.0,4.0,1,2.0,4,2.8
17906,30.5,1,-2.4,2.0,3.0,1,3.0,5,3.0
17544,37.0,1,-0.7,1.0,5.0,1,5.0,7,3.3
23927,40.0,1,1.14,1.0,5.0,1,5.0,7,3.3
5796,31.5,1,-1.29,1.0,4.0,1,4.0,6,3.2
4474,37.0,1,-0.6,1.0,3.0,1,4.0,7,3.5
11874,27.0,1,1.44,2.0,5.0,1,4.0,4,2.7
6947,29.5,1,-0.25,1.0,4.0,1,4.0,5,3.0
3281,29.0,1,-2.45,1.0,3.0,1,3.0,5,3.0
5660,25.0,1,-2.02,1.0,2.0,1,4.0,3,2.4
1775,36.0,1,1.76,1.0,4.0,1,6.0,7,3.4
7737,30.0,1,-1.32,1.0,3.0,1,3.0,6,3.5
23664,35.0,1,-0.26,2.0,3.0,1,3.0,6,2.8
25271,29.0,1,-2.04,1.0,4.0,1,5.0,4,2.6
13822,30.0,1,0.39,1.0,4.0,1,2.0,4,2.5
6482,38.0,1,-0.51,1.0,4.0,1,3.0,7,2.6
27218,39.0,1,0.74,1.0,5.0,1,4.0,7,3.6
21511,20.0,1,-0.68,1.0,3.0,1,1.0,3,3.1
23174,26.5,1,-1.44,1.0,2.0,1,3.0,5,3.4
10682,23.3,1,-0.78,1.0,2.0,1,4.0,3,2.9
5348,34.0,1,-0.43,1.0,5.0,1,4.0,7,3.9
7748,26.0,1,-1.5,1.0,2.0,1,3.0,4,3.1
903,43.0,1,0.46,1.0,4.0,1,6.0,7,3.4
26083,34.0,1,1.15,1.0,5.0,1,2.0,6,2.7
2178,20.0,1,0.58,1.0,3.0,1,1.0,1,2.4
18427,38.0,1,1.69,1.0,3.0,1,4.0,7,3.5
9964,39.0,1,-0.5,1.0,2.0,1,2.0,7,2.7
2240,35.0,1,-0.33,2.0,4.0,1,4.0,6,2.7
1680,36.0,1,0.32,1.0,5.0,1,5.0,7,3.7
10496,41.0,1,-0.31,1.0,3.0,1,3.0,7,2.4
17944,38.0,1,-0.24,1.0,3.0,1,3.0,7,3.0
11441,26.0,1,-1.55,1.0,1.0,1,3.0,4,2.9
5519,30.0,1,-0.87,1.0,3.0,1,3.0,5,3.1
15445,28.5,1,-0.02,1.0,2.0,1,2.0,5,2.9
14297,25.0,0,-2.02,2.0,5.0,1,5.0,3,2.4
11359,34.0,1,0.24,1.0,4.0,1,6.0,6,2.8
21716,20.0,1,-1.75,1.0,2.0,1,2.0,3,3.1
2228,26.0,1,-0.5,1.0,2.0,1,1.0,4,2.7
21431,42.0,1,-0.42,1.0,4.0,1,5.0,7,3.5
12765,42.0,1,-0.66,1.0,3.0,1,3.0,7,3.3
17757,30.0,1,-0.48,1.0,4.0,1,3.0,5,3.0
11414,36.0,1,-1.23,1.0,2.0,1,4.0,7,3.2
12053,37.0,1,0.7,1.0,4.0,1,6.0,7,3.5
6783,44.0,1,-1.22,1.0,3.0,1,4.0,7,3.2
22069,30.0,1,-0.35,1.0,3.0,1,4.0,3,2.0
18479,32.0,1,-1.0,1.0,4.0,1,3.0,5,2.9
13162,16.0,1,-1.17,1.0,3.0,1,5.0,1,2.8
23190,46.0,1,-0.06,1.0,5.0,1,6.0,7,3.9
15376,23.5,1,-1.34,1.0,4.0,1,3.0,3,2.8
16252,37.0,1,-0.47,1.0,4.0,1,3.0,7,3.3
10215,18.0,1,-1.84,2.0,3.0,1,2.0,1,2.7
13887,39.0,1,-1.07,1.0,4.0,1,3.0,7,3.0
17425,39.0,1,-0.25,1.0,4.0,1,4.0,7,3.5
26534,35.5,1,-0.92,2.0,3.0,1,3.0,7,3.1
19698,38.0,1,-0.46,1.0,3.0,1,2.0,7,2.7
22757,32.0,1,-0.73,1.0,3.0,1,4.0,5,2.6
8386,30.0,1,-0.47,1.0,5.0,1,3.0,6,3.8
22073,23.0,1,0.43,1.0,4.0,1,1.0,4,3.3
20545,34.0,1,1.04,1.0,5.0,1,4.0,7,3.6
4766,34.0,1,-1.8,1.0,3.0,1,3.0,6,3.1
25469,26.0,1,-0.53,1.0,3.0,1,1.0,4,3.0
14942,37.0,1,0.87,1.0,3.0,1,4.0,7,3.9
11298,30.0,1,-2.02,1.0,2.0,1,4.0,5,3.2
18149,28.5,1,0.32,1.0,4.0,1,2.0,5,3.2
12920,24.0,1,-1.92,1.0,1.0,1,3.0,4,3.4
4181,36.0,1,-1.42,1.0,5.0,1,4.0,7,2.9
366,35.0,1,-0.49,1.0,3.0,1,3.0,7,3.2
5703,42.0,1,0.7,1.0,5.0,1,6.0,7,3.5
16786,29.0,1,-0.85,1.0,3.0,1,4.0,6,3.6
17447,43.0,1,1.24,1.0,5.0,1,5.0,7,3.6
5293,48.0,1,0.29,1.0,5.0,1,6.0,7,3.7
11194,44.0,1,0.44,1.0,2.0,1,4.0,7,3.4
23753,36.0,1,-0.21,1.0,4.0,1,4.0,7,3.3
26055,43.0,1,0.37,1.0,4.0,1,5.0,7,3.1
3259,41.0,1,-1.48,1.0,2.0,1,6.0,7,3.7
1502,38.0,1,0.65,1.0,4.0,1,3.0,7,3.0
21811,37.0,1,0.05,1.0,4.0,1,3.0,7,3.1
24762,34.0,1,-1.29,2.0,4.0,1,3.0,6,2.7
18730,31.0,1,-0.56,1.0,3.0,1,2.0,6,3.4
26434,33.0,1,-1.05,2.0,5.0,1,3.0,6,3.1
18909,30.5,1,0.03,1.0,2.0,1,3.0,6,3.2
24459,26.0,1,-1.68,1.0,5.0,1,4.0,4,3.0
19663,31.0,1,-1.17,1.0,5.0,1,2.0,5,2.7
3712,27.0,1,-1.01,1.0,3.0,1,3.0,5,3.6
26634,42.0,1,-2.02,1.0,4.0,1,4.0,7,3.5
22284,23.0,1,-1.71,1.0,1.0,1,4.0,2,2.4
14940,38.0,1,-1.69,1.0,4.0,1,3.0,7,3.5
18754,32.0,1,-1.51,1.0,3.0,1,4.0,6,3.3
19177,38.0,1,0.21,1.0,4.0,1,6.0,7,3.3
17195,35.0,1,0.46,2.0,3.0,1,5.0,7,3.4
12872,42.0,1,-0.25,1.0,4.0,1,6.0,7,3.3
4648,31.0,1,0.35,1.0,3.0,1,3.0,5,3.0
4296,40.0,1,0.16,1.0,3.0,1,4.0,7,3.2
442,34.0,1,-1.01,1.0,4.0,1,5.0,7,3.3
10063,38.0,1,-0.91,1.0,3.0,1,4.0,7,3.1
10412,40.0,1,0.41,1.0,4.0,1,1.0,6,2.0
25535,35.0,1,-0.58,1.0,3.0,1,3.0,7,3.2
1067,33.5,1,-1.69,1.0,4.0,1,4.0,6,3.0
14444,26.0,1,-0.7,1.0,5.0,1,4.0,5,3.4
11115,30.0,1,-0.2,1.0,3.0,1,1.0,5,2.8
11658,41.0,1,1.02,1.0,4.0,1,4.0,7,3.4
6347,28.3,1,-1.93,1.0,1.0,1,4.0,4,2.4
8153,42.0,1,0.42,1.0,4.0,1,3.0,7,2.7
23634,33.0,1,-1.45,1.0,4.0,1,3.0,7,3.6
6247,39.5,1,-0.14,1.0,5.0,1,4.0,7,3.1
1891,34.0,1,-0.31,1.0,4.0,1,2.0,7,3.3
20465,37.0,0,0.46,1.0,4.0,1,5.0,7,3.4
7792,33.7,1,-0.83,1.0,2.0,1,3.0,5,2.6
6656,34.0,1,-0.97,1.0,4.0,1,3.0,7,3.3
26477,47.0,1,1.86,1.0,3.0,1,4.0,7,3.1
5466,29.0,1,-1.75,1.0,3.0,1,2.0,5,3.0
25352,35.5,1,-0.82,1.0,4.0,1,4.0,7,3.1
11007,21.5,1,-2.51,1.0,5.0,1,5.0,2,2.2
10022,36.0,1,-0.17,1.0,5.0,1,4.0,7,3.1
27313,27.0,1,-1.06,1.0,1.0,1,4.0,4,3.1
6378,35.0,1,1.44,1.0,5.0,1,3.0,6,2.7
19006,36.0,1,-2.13,1.0,3.0,1,4.0,7,3.6
21565,38.0,1,0.04,1.0,5.0,1,3.0,7,3.6
12490,30.0,1,-0.97,1.0,4.0,1,3.0,5,2.9
1344,31.5,1,-1.49,1.0,3.0,1,2.0,5,2.6
19875,39.0,1,-1.19,1.0,4.0,1,3.0,7,3.0
27434,34.0,0,-1.03,2.0,3.0,1,3.0,6,2.8
18522,41.0,1,0.06,1.0,4.0,1,6.0,7,2.5
6361,34.0,1,0.03,1.0,5.0,1,5.0,6,3.0
18730,31.0,1,-0.56,1.0,3.0,1,2.0,6,3.4
26622,23.0,1,-1.59,2.0,2.0,1,5.0,2,2.3
9476,35.0,1,-2.09,1.0,4.0,1,3.0,7,3.3
27270,39.0,1,-0.67,2.0,4.0,1,4.0,7,2.8
16076,36.0,1,0.13,1.0,4.0,1,4.0,7,3.7
11448,40.0,1,0.34,2.0,4.0,1,4.0,7,2.9
22789,41.0,1,0.02,1.0,5.0,1,5.0,7,3.2
6998,32.0,1,-1.14,1.0,3.0,1,3.0,6,3.1
18051,32.0,1,-2.56,1.0,1.0,1,5.0,6,3.3
22281,34.0,1,0.29,1.0,3.0,1,3.0,6,3.0
2858,37.0,1,-2.12,1.0,2.0,1,5.0,6,2.5
24300,44.0,1,0.33,1.0,3.0,1,5.0,7,3.4
14283,33.0,1,-1.86,1.0,3.0,1,4.0,5,2.7
1810,33.0,1,0.28,1.0,4.0,1,3.0,6,3.0
8199,35.0,1,0.46,1.0,4.0,1,5.0,7,3.4
9008,40.0,1,-0.96,1.0,5.0,1,4.0,7,3.0
1242,30.0,1,-1.27,1.0,3.0,1,2.0,5,3.2
21271,30.0,1,-0.45,2.0,4.0,1,5.0,5,3.1
3750,35.0,1,0.58,1.0,3.0,1,4.0,6,2.9
17470,34.0,1,-1.28,2.0,2.0,1,4.0,5,2.6
16440,32.0,1,-0.21,1.0,4.0,1,3.0,5,2.8
19344,31.0,1,-1.74,1.0,3.0,1,3.0,6,3.6
6076,44.0,1,2.46,1.0,4.0,1,5.0,7,3.7
303,40.0,1,-0.4,1.0,4.0,1,4.0,7,3.6
737,40.0,1,-0.57,1.0,3.0,1,4.0,7,3.4
19978,39.0,1,1.87,1.0,4.0,1,3.0,7,3.4
12914,32.5,1,-1.19,1.0,4.0,1,2.0,5,2.7
24074,38.0,1,1.26,1.0,4.0,1,4.0,7,3.0
22376,32.0,1,-2.64,1.0,5.0,1,4.0,5,2.6
20796,46.0,1,1.16,1.0,3.0,1,5.0,7,3.9
23755,39.0,1,0.9,1.0,3.0,1,3.0,7,2.7
935,36.0,1,-2.27,1.0,2.0,1,3.0,6,2.3
12410,24.0,1,-0.46,1.0,4.0,1,3.0,4,3.1
12838,42.0,1,0.21,1.0,4.0,1,6.0,7,3.3
20911,46.0,1,0.1,1.0,4.0,1,6.0,7,3.6
22209,42.0,1,-0.49,1.0,4.0,1,3.0,7,2.9
21822,37.0,1,-0.06,1.0,4.0,1,3.0,7,2.9
8820,42.0,1,0.51,1.0,4.0,1,5.0,7,3.7
21254,39.0,1,-0.72,1.0,4.0,1,5.0,7,3.2
11919,33.0,1,0.38,1.0,4.0,1,1.0,5,2.5
26875,40.0,1,0.07,1.0,3.0,1,3.0,7,3.1
17111,34.5,1,-0.63,1.0,3.0,1,4.0,7,3.3
19365,27.5,1,0.46,1.0,3.0,1,1.0,5,3.4
16941,38.0,1,-0.03,1.0,3.0,1,4.0,7,3.1
11346,33.0,1,-1.99,1.0,4.0,1,2.0,6,3.2
25627,39.0,1,0.44,1.0,3.0,1,5.0,7,2.9
24471,38.0,1,-1.03,1.0,2.0,1,3.0,7,3.2
11243,29.5,1,-1.27,1.0,3.0,1,4.0,4,2.7
9567,31.0,1,-1.99,1.0,4.0,1,5.0,6,3.5
5614,45.0,1,0.7,1.0,4.0,1,6.0,7,3.5
24886,28.5,1,-0.45,1.0,3.0,1,1.0,3,2.2
2943,42.0,1,-0.04,1.0,4.0,1,4.0,7,3.2
24717,37.0,1,0.25,2.0,4.0,1,2.0,7,3.0
27109,32.0,1,-1.39,1.0,3.0,1,4.0,4,1.9
7880,28.0,1,-0.6,1.0,3.0,1,2.0,5,3.0
19564,42.0,1,0.12,1.0,4.0,1,3.0,7,3.3
