ID,lsat,grad,zgpa,fulltime,fam_inc,male,Dropout,white,other,asian,black,hisp,pass_bar,tier,indxgrp,gpa
2000,25.0,1,-0.77,1.0,5.0,0.0,1,1.0,0,0,0,0,0,4.0,5,3.5
2004,40.0,1,-0.37,1.0,3.0,0.0,1,0.0,0,0,0,0,1,4.0,7,3.5
2007,40.0,1,0.16,1.0,3.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.5
2012,33.0,1,-1.09,1.0,4.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.5
2022,48.0,1,0.7,1.0,5.0,1.0,1,1.0,0,0,0,0,1,6.0,7,3.5
2032,34.0,1,0.7,1.0,3.0,0.0,1,1.0,0,0,0,0,1,5.0,7,3.5
2035,31.5,1,1.03,1.0,4.0,0.0,1,1.0,0,0,0,0,1,5.0,6,3.5
2036,33.0,1,-0.36,1.0,3.0,0.0,1,1.0,0,0,0,0,1,5.0,7,3.5
2039,43.0,1,2.33,1.0,4.0,1.0,1,1.0,0,0,0,0,1,3.0,7,3.5
2051,39.0,1,0.61,1.0,4.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.5
2089,43.0,1,0.58,1.0,3.0,1.0,1,1.0,0,0,0,0,1,5.0,7,3.5
2118,39.0,1,0.02,1.0,2.0,0.0,1,1.0,0,0,0,0,1,5.0,7,3.5
2128,44.0,1,0.22,1.0,5.0,1.0,1,1.0,0,0,0,0,1,6.0,7,3.5
2159,32.0,1,-0.66,1.0,4.0,1.0,1,1.0,0,0,0,0,1,2.0,6,3.5
2176,35.0,1,1.55,1.0,3.0,0.0,1,1.0,0,0,0,0,1,2.0,7,3.5
2184,39.5,1,0.7,1.0,2.0,1.0,1,0.0,0,1,0,0,1,6.0,7,3.5
2200,42.0,1,0.54,1.0,3.0,0.0,1,1.0,0,0,0,0,1,6.0,7,3.5
2211,33.0,1,-0.66,1.0,4.0,0.0,1,0.0,0,0,0,0,1,4.0,7,3.5
2236,26.0,1,-0.36,1.0,1.0,0.0,1,1.0,0,0,0,0,1,4.0,5,3.5
2238,39.0,1,-0.92,1.0,4.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.5
2260,35.5,1,1.36,1.0,4.0,0.0,1,1.0,0,0,0,0,1,5.0,7,3.5
2278,33.0,1,0.14,1.0,3.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.5
2296,41.0,1,0.7,1.0,4.0,1.0,1,1.0,0,0,0,0,1,6.0,7,3.5
2308,42.0,1,2.5,1.0,4.0,0.0,1,1.0,0,0,0,0,1,2.0,7,3.5
2356,45.0,1,0.7,1.0,2.0,0.0,1,1.0,0,0,0,0,1,6.0,7,3.5
2360,32.0,1,0.58,1.0,2.0,1.0,1,0.0,0,0,1,0,1,1.0,6,3.5
2372,37.0,1,-0.6,1.0,2.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.5
2383,38.0,1,0.06,1.0,4.0,1.0,1,1.0,0,0,0,0,1,3.0,7,3.5
2386,42.0,1,-0.28,1.0,4.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.5
2394,40.0,1,1.52,1.0,4.0,1.0,1,1.0,0,0,0,0,1,1.0,7,3.5
2455,28.0,1,-0.41,1.0,3.0,0.0,1,1.0,0,0,0,0,1,5.0,5,3.5
2469,42.0,1,0.55,1.0,2.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.5
2490,45.0,1,-0.83,1.0,4.0,1.0,1,1.0,0,0,0,0,1,6.0,7,3.5
2492,35.0,1,-0.54,1.0,4.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.5
2511,39.0,1,-0.3,1.0,4.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.5
2524,39.0,1,0.86,2.0,2.0,1.0,1,1.0,0,0,0,0,1,5.0,7,3.5
2535,38.0,1,0.7,1.0,4.0,1.0,1,1.0,0,0,0,0,1,6.0,7,3.5
2550,39.0,1,-0.44,1.0,3.0,0.0,1,1.0,0,0,0,0,1,5.0,7,3.5
2553,39.0,1,0.54,1.0,3.0,0.0,1,1.0,0,0,0,0,1,5.0,7,3.5
2561,39.0,1,-1.31,1.0,3.0,1.0,1,1.0,0,0,0,0,0,4.0,7,3.5
2575,34.0,1,-0.06,1.0,4.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.5
2577,46.0,1,-0.67,1.0,5.0,1.0,1,1.0,0,0,0,0,1,6.0,7,3.5
2595,45.0,1,0.07,1.0,3.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.5
2598,41.0,1,-1.61,1.0,4.0,0.0,1,0.0,0,1,0,0,1,5.0,7,3.5
2602,32.0,1,-0.2,1.0,3.0,1.0,1,1.0,0,0,0,0,1,2.0,6,3.5
2606,37.0,1,1.38,1.0,4.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.5
2626,42.0,1,0.78,1.0,4.0,0.0,1,1.0,0,0,0,0,1,5.0,7,3.5
2628,29.0,1,0.38,1.0,3.0,1.0,1,1.0,0,0,0,0,1,3.0,6,3.5
2630,34.0,1,-0.05,1.0,3.0,1.0,1,1.0,0,0,0,0,1,3.0,7,3.5
2633,40.0,1,1.57,1.0,3.0,1.0,1,1.0,0,0,0,0,1,3.0,7,3.5
2634,41.0,1,-1.44,1.0,5.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.5
2686,44.0,1,1.4,1.0,4.0,1.0,1,1.0,0,0,0,0,1,6.0,7,3.5
2703,45.0,1,0.95,1.0,3.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.5
2704,36.0,1,-0.36,1.0,4.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.5
2725,31.0,1,1.81,1.0,3.0,1.0,1,1.0,0,0,0,0,1,3.0,6,3.5
2731,32.5,1,-0.61,1.0,2.0,0.0,1,0.0,0,0,1,0,1,5.0,7,3.5
2754,40.0,1,0.14,1.0,3.0,1.0,1,1.0,0,0,0,0,1,5.0,7,3.5
2783,36.0,1,0.22,1.0,4.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.5
2785,41.0,1,0.65,1.0,3.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.5
2812,33.0,1,0.87,1.0,4.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.5
2833,32.0,1,-0.34,1.0,3.0,0.0,1,1.0,0,0,0,0,1,3.0,6,3.5
2841,44.0,1,0.98,1.0,4.0,1.0,1,1.0,0,0,0,0,1,5.0,7,3.5
2851,42.0,1,0.44,1.0,4.0,0.0,1,1.0,0,0,0,0,1,5.0,7,3.5
2863,39.0,1,0.59,1.0,3.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.5
2871,48.0,1,-0.09,1.0,4.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.5
2874,42.0,1,0.37,1.0,4.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.5
2891,38.0,1,0.55,1.0,4.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.5
2934,39.0,1,0.99,1.0,4.0,0.0,1,1.0,0,0,0,0,1,6.0,7,3.5
2937,42.0,1,2.14,1.0,4.0,1.0,1,1.0,0,0,0,0,1,6.0,7,3.5
2944,46.0,1,-0.45,1.0,4.0,0.0,1,0.0,0,1,0,0,1,6.0,7,3.5
2952,41.0,1,0.28,1.0,4.0,1.0,1,1.0,0,0,0,0,1,5.0,7,3.5
2973,39.0,1,0.64,1.0,3.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.5
2974,32.0,1,0.72,1.0,4.0,0.0,1,1.0,0,0,0,0,1,3.0,6,3.5
2999,42.0,1,0.7,1.0,4.0,1.0,1,1.0,0,0,0,0,1,6.0,7,3.5
3005,40.0,1,-0.45,1.0,3.0,0.0,1,1.0,0,0,0,0,1,5.0,7,3.5
3015,42.0,1,0.95,2.0,4.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.5
3016,40.5,1,0.72,1.0,4.0,1.0,1,1.0,0,0,0,0,1,5.0,7,3.5
3028,41.0,1,-0.57,1.0,3.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.5
3049,38.0,1,-0.3,1.0,4.0,1.0,1,1.0,0,0,0,0,1,3.0,7,3.5
3062,33.0,1,-0.01,1.0,3.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.5
3082,37.0,1,0.42,1.0,3.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.5
3110,41.0,1,0.86,1.0,4.0,0.0,1,1.0,0,0,0,0,1,5.0,7,3.5
3114,37.0,1,-0.02,1.0,3.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.5
3127,39.5,1,-0.65,1.0,3.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.5
3198,39.0,1,0.22,1.0,2.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.5
3220,33.0,1,-1.17,1.0,4.0,1.0,1,1.0,0,0,0,0,1,3.0,7,3.5
3244,35.5,1,-0.68,1.0,3.0,1.0,1,1.0,0,0,0,0,1,3.0,7,3.5
3257,32.0,1,1.42,1.0,3.0,0.0,1,1.0,0,0,0,0,1,3.0,6,3.5
3260,41.0,1,1.83,1.0,4.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.5
3293,34.0,1,-1.14,1.0,2.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.5
3298,33.0,1,0.97,1.0,2.0,1.0,1,1.0,0,0,0,0,1,5.0,7,3.5
3302,36.0,1,0.2,1.0,3.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.5
3311,41.0,1,-0.37,1.0,4.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.5
3321,34.0,1,0.76,1.0,2.0,1.0,1,1.0,0,0,0,0,1,5.0,7,3.5
3335,31.0,1,0.27,1.0,3.0,0.0,1,1.0,0,0,0,0,1,3.0,6,3.5
3346,47.0,1,-1.03,1.0,3.0,0.0,1,1.0,0,0,0,0,1,6.0,7,3.5
3360,37.0,1,1.14,1.0,3.0,0.0,1,1.0,0,0,0,0,1,5.0,7,3.5
3361,31.0,1,-0.44,1.0,4.0,0.0,1,1.0,0,0,0,0,1,2.0,6,3.5
3376,31.0,1,-1.48,1.0,3.0,1.0,1,1.0,0,0,0,0,1,5.0,6,3.5
3386,48.0,1,1.45,1.0,5.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.5
3391,47.0,1,-0.1,1.0,3.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.5
3398,42.0,1,0.93,1.0,3.0,1.0,1,1.0,0,0,0,0,1,2.0,7,3.5
3405,35.5,0,0.7,2.0,3.0,0.0,1,1.0,0,0,0,0,1,5.0,7,3.5
3407,34.0,1,0.95,1.0,3.0,0.0,1,0.0,0,1,0,0,1,4.0,7,3.5
3411,31.5,1,1.03,1.0,2.0,0.0,1,1.0,0,0,0,0,1,2.0,6,3.5
3422,34.0,1,2.18,1.0,3.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.5
3436,46.0,1,0.06,1.0,4.0,1.0,1,1.0,0,0,0,0,1,5.0,7,3.5
3448,31.0,1,-1.86,1.0,3.0,0.0,1,1.0,0,0,0,0,0,4.0,6,3.5
3470,36.0,1,-1.12,1.0,4.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.5
3498,46.0,1,0.39,1.0,4.0,1.0,1,1.0,0,0,0,0,1,6.0,7,3.5
3520,43.0,1,1.65,2.0,4.0,1.0,1,1.0,0,0,0,0,1,3.0,7,3.5
3529,46.0,1,1.25,1.0,4.0,0.0,1,1.0,0,0,0,0,1,5.0,7,3.5
3551,22.0,1,-0.48,1.0,4.0,0.0,1,0.0,0,0,1,0,0,3.0,4,3.5
3567,32.0,1,0.4,2.0,3.0,1.0,1,1.0,0,0,0,0,1,5.0,6,3.5
3570,38.0,1,-0.26,2.0,2.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.5
3587,48.0,1,0.3,1.0,4.0,1.0,1,1.0,0,0,0,0,1,6.0,7,3.5
3600,38.0,1,0.4,1.0,3.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.5
3613,33.0,1,0.36,2.0,3.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.5
3665,42.0,1,0.08,1.0,3.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.5
3672,38.0,1,-0.75,1.0,3.0,0.0,1,0.0,0,1,0,0,1,4.0,7,3.5
3690,42.0,1,-0.11,1.0,5.0,0.0,1,1.0,0,0,0,0,1,5.0,7,3.5
3703,38.0,1,0.31,1.0,4.0,1.0,1,1.0,0,0,0,0,1,5.0,7,3.5
3738,42.0,1,0.7,1.0,3.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.5
3761,39.5,1,-0.29,1.0,4.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.5
3772,29.0,1,0.84,1.0,4.0,1.0,1,1.0,0,0,0,0,1,2.0,6,3.5
3775,30.0,1,-1.97,1.0,3.0,0.0,1,0.0,0,1,0,0,1,3.0,6,3.5
3776,41.0,1,0.7,1.0,2.0,0.0,1,1.0,0,0,0,0,1,6.0,7,3.5
3789,42.0,1,-1.36,1.0,5.0,1.0,1,1.0,0,0,0,0,1,6.0,7,3.5
3792,36.0,1,0.61,1.0,3.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.5
3794,37.0,1,0.81,1.0,3.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.5
3804,38.0,1,0.77,1.0,3.0,1.0,1,0.0,0,1,0,0,1,5.0,7,3.5
3805,45.0,1,-0.22,1.0,3.0,1.0,1,1.0,0,0,0,0,1,5.0,7,3.5
3831,43.0,1,-0.31,1.0,1.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.5
3837,37.0,1,0.8,2.0,4.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.5
3838,39.0,1,0.89,1.0,4.0,0.0,1,1.0,0,0,0,0,1,5.0,7,3.5
3856,38.0,1,0.72,1.0,4.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.5
3863,30.0,1,-2.22,1.0,5.0,0.0,1,1.0,0,0,0,0,1,3.0,6,3.5
3877,33.0,1,-0.08,1.0,4.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.5
3894,39.0,1,1.69,1.0,3.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.5
